"Smooth","Range","Laplace","MC","Exact","Vecchia-5","Vecchia-10","Vecchia-20","LR-5","LR-10","LR-20"
1.05,0.29,-1014.25545593335,NA,NA,-1015.86469367099,-1014.3845366538,-1018.33731459098,-993.161800160024,-1023.56428020999,-1014.44228690741
1.05,0.33,-1021.44002612503,NA,NA,-1024.84736079635,-1027.2856323637,-1018.40609862453,-998.878896862566,-1038.04949595406,-1015.32181294845
1.05,0.37,-1027.92759902925,NA,NA,-1026.23261970609,-1023.53324517625,-1026.26505750737,-1019.57763349065,-1026.15718777718,-1031.06214637925
1.05,0.41,-1033.83183332388,NA,NA,-1041.61483032253,-1042.86623484348,-1033.45952542133,-1026.14760017797,-1044.35463745754,-1041.06433338424
1.05,0.45,-1039.23585260381,NA,NA,-1035.22846074989,-1041.20647211946,-1040.28028424134,-1020.57002394021,-1019.85781992431,-1040.19611037931
1.05,0.49,-1044.20433047927,NA,NA,-1049.20939293458,-1043.21204226528,-1039.23038401404,-1038.51742160174,-1039.39735756563,-1056.29473566244
1.05,0.53,-1048.78992171353,NA,NA,-1050.7260780181,-1049.84334868626,-1050.32737126004,-1041.68680648124,-1061.27538268701,-1059.41705209265
1.05,0.57,-1053.03678996159,NA,NA,-1050.71270578561,-1054.64214981008,-1054.70356756081,-1045.65287624118,-1061.25663869878,-1057.08885832355
1.05,0.61,-1056.98264810481,NA,NA,-1052.67601341135,-1059.60700688311,-1059.09889210466,-1066.13431259469,-1063.43286348529,-1065.40112549892
1.05,0.65,-1060.66003108523,NA,NA,-1046.27506104988,-1064.56094648734,-1060.3208265309,-1075.97720015072,-1037.73118283862,-1059.5053263288
1.05,0.69,-1064.09716418868,NA,NA,-1060.69970443381,-1060.57160420578,-1065.4616017701,-1045.37755040494,-1065.80816640355,-1071.74014856444
1.05,0.73,-1067.31860873287,NA,NA,-1070.99667833006,-1063.66752507346,-1065.51574235014,-1067.47542918702,-1083.35937793597,-1070.77990229257
1.1,0.01,-963.295963015736,NA,NA,-963.525112903836,-963.288433080467,-963.308998568219,-969.586865896006,-969.803346681613,-969.550279965384
1.1,0.05,-938.861701823284,NA,NA,-940.486692947264,-936.799026426662,-939.134146024829,-965.585915776777,-958.66646715465,-947.995327981696
1.1,0.09,-959.248891516125,NA,NA,-958.680480307484,-961.34799355676,-958.51554280703,-970.899131652892,-949.854666547701,-945.462375848793
1.1,0.13,-976.128941210031,NA,NA,-981.491145467314,-978.436975985205,-975.013220861087,-970.607812938262,-957.057868337888,-963.682672280055
1.1,0.17,-989.443997380732,NA,NA,-995.451860388549,-988.890650763739,-986.023127109968,-973.397408417229,-964.69516178685,-973.15215122539
1.1,0.21,-1000.40367182821,NA,NA,-1008.94324286944,-1000.96035564622,-999.205548344499,-986.518614637951,-990.577799655199,-999.694763904196
1.1,0.25,-1009.78436941842,NA,NA,-1015.03352088544,-1009.70350978338,-1011.49112650384,-980.593841524235,-985.293887284121,-1016.93272149083
1.1,0.29,-1018.03032600049,NA,NA,-1014.47606641954,-1019.41154838197,-1017.02143007881,-1004.22049776646,-999.549222470716,-1030.22347288859
1.1,0.33,-1025.40038971725,NA,NA,-1024.54486354359,-1024.31825225335,-1024.10529147613,-1002.00828135156,-1028.39556633522,-1032.35123907114
1.1,0.37,-1032.056025508,NA,NA,-1023.36903743714,-1032.69554899603,-1034.3634453248,-1003.72167884838,-1030.47151970787,-1025.06297461063
1.1,0.41,-1038.10747763449,NA,NA,-1029.42269951934,-1043.57899799857,-1041.66350073506,-1020.8080895293,-1024.5832167183,-1044.78955661706
1.1,0.45,-1043.63692018621,NA,NA,-1051.12095034663,-1048.16874861472,-1045.97396081381,-1008.39838471613,-1067.54911341873,-1038.62136437253
1.1,0.49,-1048.70989428524,NA,NA,-1037.82066855585,-1053.75619907335,-1046.42462141763,-1018.62620462508,-1037.15173648577,-1060.25298490952
1.1,0.53,-1053.38099891757,NA,NA,-1043.81467681044,-1046.42730178634,-1050.38683087927,-1023.33280714171,-1040.72625573394,-1054.85502793769
1.1,0.57,-1057.69682844711,NA,NA,-1056.57092445631,-1058.27941053204,-1059.10714765475,-1048.56239575147,-1059.72313861864,-1065.60090038255
1.1,0.61,-1061.69761282147,NA,NA,-1068.11164771659,-1063.57281887382,-1061.03104283536,-1047.66496376483,-1052.96857109431,-1061.05465236505
1.1,0.65,-1065.41825084794,NA,NA,-1066.92198963511,-1066.21710213805,-1066.27894722536,-1069.75373552849,-1064.89473776966,-1077.1596830856
1.1,0.69,-1068.88905517258,NA,NA,-1061.55725590912,-1065.41125871918,-1070.55784642305,-1071.25496617927,-1083.08162075475,-1074.81308277172
1.1,0.73,-1072.13635137706,NA,NA,-1073.76013252335,-1067.54872845274,-1072.88195630221,-1046.84599674539,-1091.08071357625,-1073.34014487745
1.15,0.01,-962.868733248397,NA,NA,-963.036406976796,-962.85809115229,-962.870740947399,-969.741457380922,-969.70818623422,-969.519762166341
1.15,0.05,-940.113380771128,NA,NA,-940.965530391003,-937.698110695428,-939.574990536016,-966.197531826808,-951.411100312361,-959.503176611485
1.15,0.09,-961.597290199743,NA,NA,-966.402753763819,-961.961051404427,-961.225291872114,-970.351081508141,-944.634365640495,-952.82464588572
1.15,0.13,-978.898648358438,NA,NA,-978.623965743702,-976.757172364345,-980.337297621547,-957.8945541619,-980.97383543687,-982.825259378425
1.15,0.17,-992.460649069571,NA,NA,-986.350538897041,-994.164946200671,-994.465184982156,-972.454231867767,-985.351445994575,-984.841960562478
1.15,0.21,-1003.63053513915,NA,NA,-1010.38885878837,-1007.27048980825,-1002.12952283634,-964.216800813198,-974.523435544339,-987.332893937693
1.15,0.25,-1013.21687177242,NA,NA,-1016.5778131127,-1008.53844565927,-1013.32286025588,-980.480361849192,-991.847582698837,-1007.31815448781
1.15,0.29,-1021.66254861336,NA,NA,-1029.97700515986,-1027.67786432475,-1020.23060938963,-998.737223388545,-1032.72384067265,-1012.38643276119
1.15,0.33,-1029.21779685554,NA,NA,-1022.06697768141,-1027.92207646461,-1025.71045415533,-991.96267426348,-1022.38307263067,-1048.10733301443
1.15,0.37,-1036.0372045128,NA,NA,-1019.93484379126,-1023.46414376697,-1033.55293926144,-1006.38696983588,-1051.61837365601,-1029.96311305398
1.15,0.41,-1042.22782062404,NA,NA,-1045.72581562093,-1041.14197498501,-1038.92209870004,-1011.33766240744,-1020.55754573141,-1035.45730206621
1.15,0.45,-1047.87174680739,NA,NA,-1044.54804012651,-1046.6761390065,-1049.93077980531,-1015.26712485865,-1050.95461340331,-1052.25875838755
1.15,0.49,-1053.03644708246,NA,NA,-1059.56515836728,-1050.8892665715,-1052.60212886671,-1066.56323030505,-1049.0831406457,-1051.33856294308
1.15,0.53,-1057.77943798068,NA,NA,-1059.96627181721,-1053.48939831445,-1054.82180496612,-1040.45004571386,-1070.78948454252,-1072.04061511703
1.15,0.57,-1062.15052250613,NA,NA,-1054.92395418366,-1060.13570138855,-1065.71320026903,-1051.5041849197,-1059.13316457466,-1060.39957409399
1.15,0.61,-1066.19300287564,NA,NA,-1066.35735413917,-1066.21125253105,-1066.35669601875,-1049.94784959684,-1066.57960928567,-1071.42272144221
1.15,0.65,-1069.94449096539,NA,NA,-1077.89866218075,-1066.53659157036,-1070.97057083992,-1038.8715681607,-1069.87770093156,-1081.09266325302
1.15,0.69,-1073.43756542371,NA,NA,-1074.40273732138,-1075.13277394362,-1074.09384384075,-1078.58596759968,-1077.38790733559,-1079.19026287638
1.15,0.73,-1076.70036437307,NA,NA,-1078.51764421619,-1066.19925316858,-1074.83128344191,-1067.91582316283,-1088.02231317538,-1081.89976231438
1.2,0.01,-962.436069415367,NA,NA,-962.644128214361,-962.446186012835,-962.451974265248,-969.765081459627,-969.688171549748,-969.039813990981
1.2,0.05,-941.404047234247,NA,NA,-943.048427583769,-941.604142603624,-943.193163433362,-959.828041976223,-952.504933684082,-954.649173269607
1.2,0.09,-963.882456928035,NA,NA,-966.715937055681,-967.259092588858,-962.868203087951,-961.277308285393,-975.702057492606,-953.354030698047
1.2,0.13,-981.554562005282,NA,NA,-984.533633820255,-984.475522341117,-981.031769710417,-950.998178007303,-957.465726384871,-984.854581969416
1.2,0.17,-995.34609735252,NA,NA,-994.096648965831,-994.074487071483,-998.711121018205,-989.865577831318,-1004.45738407413,-977.071922331931
1.2,0.21,-1006.72439883998,NA,NA,-1005.96158859262,-1010.03844051693,-1004.18720937821,-989.453128859542,-980.348751317959,-995.208964793491
1.2,0.25,-1016.51965086889,NA,NA,-1026.98544610714,-1024.48682112575,-1017.75962134263,-988.474205698871,-1007.50794056073,-1009.91617694998
1.2,0.29,-1025.16708834513,NA,NA,-1019.6161459377,-1026.83220359789,-1026.24967092467,-987.772332563184,-1008.05956368956,-1005.84993984733
1.2,0.33,-1032.90546678603,NA,NA,-1034.67366835913,-1035.23752660884,-1046.28952809008,-1016.79881578938,-1002.37032294064,-1029.2845763349
1.2,0.37,-1039.88201848323,NA,NA,-1036.56248810645,-1040.90622962345,-1040.49552868239,-1007.25563966346,-1035.85356996548,-1039.69488914758
1.2,0.41,-1046.20139685395,NA,NA,-1053.64180203941,-1044.17388915253,-1047.56893040052,-1024.19611536558,-1046.30591556059,-1042.43113453546
1.2,0.45,-1051.94690044679,NA,NA,-1057.34311507889,-1050.2668946963,-1047.70934127649,-1033.66822805361,-1051.29651674677,-1061.36106671964
1.2,0.49,-1057.18918141886,NA,NA,-1045.93930942922,-1054.73570189658,-1054.98047019416,-1025.05999626954,-1057.90629570821,-1061.53896832837
1.2,0.53,-1061.98971279006,NA,NA,-1071.31040150813,-1058.30660805242,-1062.72263029394,-1033.41112644214,-1059.60943284738,-1065.17336960106
1.2,0.57,-1066.40225083174,NA,NA,-1058.74921969844,-1061.54044085446,-1065.01697038166,-1054.13520972986,-1049.99825060358,-1076.02208223307
1.2,0.61,-1070.47363270274,NA,NA,-1066.65425673904,-1066.3204069824,-1071.96323253839,-1059.76115364517,-1084.81585668985,-1077.61999588839
1.2,0.65,-1074.24441112654,NA,NA,-1085.91523140878,-1066.36904026088,-1075.13906178562,-1082.7752728304,-1081.10926503332,-1078.2357001861
1.2,0.69,-1077.74948047222,NA,NA,-1068.0968604092,-1081.03479298955,-1077.54333850866,-1064.24591834586,-1088.97602115532,-1095.73959351281
1.2,0.73,-1081.01871744243,NA,NA,-1080.00051462039,-1076.86534025175,-1080.22297778783,-1054.78304070807,-1090.75926546695,-1087.89418521429
1.25,0.01,-961.998703931734,NA,NA,-962.316326615376,-961.99113589376,-962.005965751972,-969.91424333022,-969.600895079618,-969.759856787482
1.25,0.05,-942.723632876484,NA,NA,-941.858913465852,-941.896818111846,-940.371437757486,-962.732425264816,-960.838668116485,-955.651894273238
1.25,0.09,-966.099406156666,NA,NA,-965.621159303865,-965.758761487181,-965.224774088209,-957.159680643636,-972.24947602994,-957.108561553842
1.25,0.13,-984.101100561091,NA,NA,-986.17152615235,-988.998962636815,-982.67812208733,-978.954603737031,-969.527674351133,-969.400536197496
1.25,0.17,-998.110501600675,NA,NA,-993.680869618633,-1001.15621559107,-998.05285586927,-978.567185761715,-967.514514075352,-981.8760218203
1.25,0.21,-1009.69828332268,NA,NA,-1004.7558522936,-1006.0207991374,-1009.37515789665,-1000.19157142639,-1007.66741570616,-996.120954446258
1.25,0.25,-1019.7062979529,NA,NA,-1013.68775748424,-1023.01933275434,-1021.10715006943,-985.600663356389,-1018.31330411575,-1010.51469852561
1.25,0.29,-1028.55638726525,NA,NA,-1026.19614495089,-1025.77232849894,-1029.87150795999,-984.305383470239,-1012.29767758823,-1037.63214591785
1.25,0.33,-1036.47371461745,NA,NA,-1031.05296179272,-1034.30202009351,-1035.14719471475,-1010.95126106493,-1016.0231361527,-1056.23525086528
1.25,0.37,-1043.59839837964,NA,NA,-1045.50970510309,-1041.02359099792,-1042.68002175586,-1005.95829039146,-1019.47022701039,-1052.68832474309
1.25,0.41,-1050.034035445,NA,NA,-1047.17528363587,-1040.46575993248,-1043.84251407673,-1037.80629348201,-1049.11223333471,-1055.39231118789
1.25,0.45,-1055.86670534578,NA,NA,-1065.06796620974,-1054.9994702422,-1053.43748813328,-1060.16333227635,-1035.84898711902,-1058.76183537671
1.25,0.49,-1061.17163381587,NA,NA,-1060.39755015024,-1063.60139934211,-1062.86702029196,-1062.34621173295,-1060.68122812287,-1053.41110492615
1.25,0.53,-1066.01527142654,NA,NA,-1052.78023844648,-1060.90980339226,-1068.42858476163,-1035.77241581711,-1071.05427263645,-1076.14180746027
1.25,0.57,-1070.45597081841,NA,NA,-1066.21875675727,-1074.84712825808,-1069.20182229964,-1028.79992466941,-1078.81899279618,-1079.26801973561
1.25,0.61,-1074.54442404565,NA,NA,-1079.77784395066,-1074.66944031386,-1070.78188629989,-1043.16816054065,-1087.27395473607,-1075.10702285243
1.25,0.65,-1078.32419832492,NA,NA,-1079.5800419845,-1067.97949320876,-1075.06219644849,-1088.17191795162,-1060.83573215762,-1086.19956613193
1.25,0.69,-1081.83240742194,NA,NA,-1069.56220758112,-1081.63625391222,-1081.48840338359,-1086.23736931092,-1074.21449243375,-1089.2965930748
1.25,0.73,-1085.1004665355,NA,NA,-1080.19204646387,-1082.31442117515,-1085.68180294722,-1071.64036493353,-1101.23967402028,-1090.71717116496
1.3,0.01,-961.557352205507,NA,NA,-961.822356271758,-961.535474723035,-961.591128411963,-969.811117221526,-969.920925790182,-969.475821970181
1.3,0.05,-944.062921843768,NA,NA,-948.838605930894,-945.281944697232,-943.391771881611,-972.643140962395,-963.32270265958,-944.026091374445
1.3,0.09,-968.245424502845,NA,NA,-969.891446209234,-970.526271386241,-969.695741678412,-957.323398562147,-964.756069067313,-942.550960093289
1.3,0.13,-986.543830150825,NA,NA,-984.426895532351,-982.049413019952,-982.134938563795,-970.109799844699,-954.145920498458,-959.203273134438
1.3,0.17,-1000.76387042289,NA,NA,-1005.37915938464,-998.839730397946,-1000.59843754626,-974.248317490988,-978.898464099873,-997.017649335085
1.3,0.21,-1012.56408598686,NA,NA,-1009.43992539661,-1006.24984971784,-1012.79217945544,-959.891391951397,-966.441605314166,-999.143077741193
1.3,0.25,-1022.78853951587,NA,NA,-1017.87766029406,-1022.59323012016,-1019.0866675035,-1002.39615277048,-1004.44684551623,-1019.12649881565
1.3,0.29,-1031.84054108889,NA,NA,-1038.92113194426,-1028.70019624082,-1032.27790408225,-1011.19060481432,-1013.42537067179,-1033.33516969816
1.3,0.33,-1039.93034245843,NA,NA,-1037.33080676109,-1045.10388293264,-1043.21339065982,-1010.80047162078,-1025.75563200162,-1045.79999113113
1.3,0.37,-1047.19190584951,NA,NA,-1043.06436251501,-1042.78901461667,-1049.49133148678,-1043.51390201847,-1036.92756019579,-1044.12275105169
1.3,0.41,-1053.7295861543,NA,NA,-1043.6291780032,-1051.39415388904,-1051.43826842043,-1004.62195265033,-1051.75062415087,-1045.63197396485
1.3,0.45,-1059.63404946533,NA,NA,-1051.82426709039,-1056.85270913282,-1058.78995342794,-1025.91846529737,-1050.38083528468,-1071.51022112366
1.3,0.49,-1064.9865068315,NA,NA,-1058.72554159988,-1067.61616539988,-1064.15140726935,-1061.43242913159,-1067.37706239042,-1074.17217075046
1.3,0.53,-1069.85931087105,NA,NA,-1059.88946907907,-1069.34460681639,-1070.15819224781,-1044.25470583092,-1033.11539724943,-1084.43017333245
1.3,0.57,-1074.31589418956,NA,NA,-1068.13263801284,-1058.98012520011,-1071.07432913293,-1052.40280149412,-1072.24464359847,-1077.13419135139
1.3,0.61,-1078.41094358513,NA,NA,-1075.60507366772,-1081.60261943195,-1077.50259199949,-1069.7489576474,-1089.8117090202,-1078.15022126095
1.3,0.65,-1082.19094127527,NA,NA,-1064.04409808436,-1083.50581728868,-1085.79294725416,-1080.95060268294,-1105.47185768803,-1082.26457095221
1.3,0.69,-1085.69497462151,NA,NA,-1087.33068858065,-1078.88172977628,-1086.74687399855,-1092.07402564073,-1089.66646361226,-1087.86940668522
1.3,0.73,-1088.95568025225,NA,NA,-1083.79222393965,-1096.48308052192,-1087.12605049799,-1053.75789747148,-1080.32110758547,-1095.29016392426
1.35,0.01,-961.11271033514,NA,NA,-961.431527103631,-961.094790976879,-961.109781611028,-969.855880770801,-969.148050096499,-969.298482901703
1.35,0.05,-945.413561354061,NA,NA,-947.206534083466,-944.284067118061,-946.195866809916,-967.338762710228,-955.461918706839,-946.921342962052
1.35,0.09,-970.319646367194,NA,NA,-979.852975394691,-975.418608450924,-974.148365177717,-943.870293861304,-953.706699804218,-953.285093018252
1.35,0.13,-988.888915808714,NA,NA,-983.559233532033,-991.900379030396,-989.280897030358,-977.333679641648,-952.229593276836,-970.460487397696
1.35,0.17,-1003.3157384523,NA,NA,-1005.05873835863,-1002.3719515814,-1007.65350890985,-976.113507760681,-976.323147510757,-982.75113686205
1.35,0.21,-1015.33247212023,NA,NA,-1015.8362386163,-1017.87464441854,-1016.06022780414,-974.604338867488,-984.955526294445,-1010.33225772801
1.35,0.25,-1025.77630974066,NA,NA,-1038.59052071778,-1026.35130780447,-1028.97107093348,-1012.82035446973,-1002.02957056258,-1023.02010715136
1.35,0.29,-1035.02755056228,NA,NA,-1037.64983671997,-1034.11392746115,-1038.15620924439,-998.160786261822,-1030.50174991075,-1033.16200410313
1.35,0.33,-1043.2810619559,NA,NA,-1034.7767254325,-1043.15450736838,-1042.90012206214,-1015.79081598969,-1029.87390098264,-1057.02507104765
1.35,0.37,-1050.66629498985,NA,NA,-1052.98629627763,-1047.21794551943,-1047.76704988888,-1009.87551490673,-1064.07256991399,-1049.76870718979
1.35,0.41,-1057.2905666837,NA,NA,-1060.2736508916,-1061.85505480284,-1060.35181909317,-1043.14900917702,-1055.51784310674,-1063.51885183007
1.35,0.45,-1063.25105400416,NA,NA,-1064.7539749599,-1063.20565673262,-1065.4159040839,-1041.74238415685,-1059.87204183246,-1078.58876390184
1.35,0.49,-1068.63629970204,NA,NA,-1064.42462013665,-1065.7477042565,-1069.6865945634,-1045.92781919827,-1080.36101600981,-1064.18619561167
1.35,0.53,-1073.52531741547,NA,NA,-1064.35592643001,-1062.69256545413,-1072.66319915857,-1037.7872032584,-1098.01754698358,-1074.3834989831
1.35,0.57,-1077.98689894062,NA,NA,-1075.9393618189,-1066.05144415837,-1076.33713047663,-1068.99515669381,-1078.29003672079,-1084.57729307568
1.35,0.61,-1082.07966236362,NA,NA,-1074.20104372831,-1073.24282418096,-1082.62351841771,-1087.30278898493,-1096.13172469109,-1076.99735437231
1.35,0.65,-1085.8527274483,NA,NA,-1087.66980014506,-1081.86303999406,-1082.49883932341,-1094.65434141094,-1091.7700337489,-1090.8897917279
1.35,0.69,-1089.3467699591,NA,NA,-1089.54189974183,-1085.34214420613,-1088.91039707465,-1079.22361804391,-1084.07806898145,-1099.16746637785
1.35,0.73,-1092.59523522656,NA,NA,-1095.06022666916,-1090.68651693735,-1089.9270841973,-1056.623490994,-1106.11983363855,-1092.31687556273
1.4,0.01,-960.665453149874,NA,NA,-960.901008786463,-960.650472975144,-960.700742056392,-969.725815541134,-969.685859303924,-969.235176198905
1.4,0.05,-946.768064212016,NA,NA,-950.78411816993,-945.726813010997,-945.899391403053,-964.924394314339,-967.288337546745,-953.39313633885
1.4,0.09,-972.322650310156,NA,NA,-972.006857414351,-975.097431665099,-970.945839599254,-953.719740800798,-973.816013595144,-951.443802085362
1.4,0.13,-991.142722401576,NA,NA,-992.542016196854,-991.268299687271,-992.196519224118,-982.003236351223,-993.428531018971,-962.868676278944
1.4,0.17,-1005.7749897059,NA,NA,-1014.96361345236,-1010.42927779292,-1006.29525429519,-970.822433956694,-969.592694472879,-984.729126960972
1.4,0.21,-1018.01286634533,NA,NA,-1025.57632996128,-1025.50190190002,-1021.71265372249,-1000.26905373745,-1014.9098042564,-1015.6801781555
1.4,0.25,-1028.67788615088,NA,NA,-1030.9145609795,-1030.09351211255,-1028.08338821063,-983.114152768055,-1021.86534348203,-1030.59300537567
1.4,0.29,-1038.12360373802,NA,NA,-1031.69796684918,-1035.64379051332,-1039.30220151949,-1019.38473186015,-1026.45521234662,-1047.86457127659
1.4,0.33,-1046.52991028497,NA,NA,-1057.6111526488,-1049.01049960744,-1048.59658356051,-1014.00595393003,-1052.48010528186,-1047.71593868592
1.4,0.37,-1054.02402231247,NA,NA,-1056.34048066596,-1050.00824974692,-1049.39236433821,-1028.1635129683,-1029.6883186704,-1052.93226846799
1.4,0.41,-1060.7187092744,NA,NA,-1055.68698260979,-1059.85565000442,-1062.36864502592,-1051.01130979401,-1053.31950592327,-1065.85587396586
1.4,0.45,-1066.71959645008,NA,NA,-1041.82284789029,-1074.26494044212,-1066.15793779557,-1053.00767186797,-1056.68912963804,-1067.93598234051
1.4,0.49,-1072.12375569184,NA,NA,-1072.69244842633,-1072.71487575614,-1074.09460787627,-1066.76964209703,-1072.48014535158,-1076.2786788581
1.4,0.53,-1077.01739921589,NA,NA,-1077.3035463962,-1076.86283104041,-1079.57008695493,-1081.84318762483,-1069.60717362929,-1080.12905873499
1.4,0.57,-1081.47472253537,NA,NA,-1086.73318926531,-1082.8128840814,-1079.59287253444,-1066.28479857143,-1094.32196761236,-1084.78794563082
1.4,0.61,-1085.55799963971,NA,NA,-1077.01069045551,-1084.16882769863,-1085.3294417846,-1080.74061176301,-1095.74753461873,-1094.96558741131
1.4,0.65,-1089.31854157256,NA,NA,-1083.12089092575,-1084.04070510559,-1088.9786108522,-1100.33172722105,-1086.54148939125,-1099.75246675134
1.4,0.69,-1092.79811067532,NA,NA,-1080.99706149918,-1093.97827983116,-1092.77889316042,-1098.06065622603,-1102.52494864345,-1096.49253608024
1.4,0.73,-1096.03048440974,NA,NA,-1085.28756866312,-1091.26615040263,-1094.09583318941,-1074.88354009134,-1109.51383012305,-1098.38330338746
1.45,0.01,-960.216232576511,NA,NA,-960.479573965405,-960.239192436166,-960.223570481935,-969.256654216886,-969.651543529665,-969.532999653061
1.45,0.05,-948.119803065831,NA,NA,-952.192774165819,-946.838564861688,-947.912111424576,-964.475416473045,-959.36703275372,-962.728999904626
1.45,0.09,-974.256092220304,NA,NA,-980.724210788394,-980.476863969165,-976.023222719304,-965.915199589805,-955.289595382614,-951.572047641414
1.45,0.13,-993.311541536876,NA,NA,-996.347302720822,-994.290211779734,-993.019281729693,-978.977275754652,-973.001689579127,-968.972600908186
1.45,0.17,-1008.14977962634,NA,NA,-1018.36210244634,-999.043142905682,-1011.18275872908,-1005.27744180537,-999.667580271924,-997.494728268789
1.45,0.21,-1020.61350188236,NA,NA,-1028.51451031776,-1021.22467150549,-1024.51740674057,-983.724002474588,-985.376014180536,-1013.74504279756
1.45,0.25,-1031.5000555718,NA,NA,-1039.71471850126,-1035.82971745867,-1031.33860865858,-999.610560822666,-1017.6411588129,-1036.41707401467
1.45,0.29,-1041.13336267166,NA,NA,-1043.7707779613,-1040.49444353568,-1036.0995231854,-1010.16971327223,-1017.05180750929,-1034.89720497254
1.45,0.33,-1049.67963768392,NA,NA,-1046.41597348147,-1047.11358878406,-1051.03492225762,-1034.55504942846,-1069.77061168427,-1058.09841903147
1.45,0.37,-1057.26668894387,NA,NA,-1044.06568799443,-1053.26277830601,-1058.2914701094,-1006.79369517178,-1058.70289140349,-1062.39264180827
1.45,0.41,-1064.01539999161,NA,NA,-1059.86660076291,-1064.68780484775,-1064.58363120723,-1065.27294899444,-1078.55133383471,-1067.02121112914
1.45,0.45,-1070.04169332645,NA,NA,-1055.04089780888,-1066.49180986838,-1069.53139904804,-1038.09311553264,-1046.44527682707,-1081.13017714355
1.45,0.49,-1075.45214695442,NA,NA,-1062.89885050631,-1074.62368942521,-1080.27846541893,-1068.64451654554,-1064.04165023601,-1075.94901127537
1.45,0.53,-1080.34044668389,NA,NA,-1072.09341172235,-1084.80933911567,-1082.55882717179,-1068.14114194037,-1083.38670740314,-1080.4579680395
1.45,0.57,-1084.78598612682,NA,NA,-1083.20762639572,-1087.19477385169,-1085.24762353947,-1068.01600612985,-1089.5996331248,-1086.72092278238
1.45,0.61,-1088.85421359178,NA,NA,-1093.09617952759,-1089.82092325033,-1087.32706263293,-1108.7824606113,-1100.84727645122,-1091.13300375263
1.45,0.65,-1092.59803868948,NA,NA,-1081.71686300288,-1083.44051941934,-1092.42330033624,-1097.52240986623,-1092.62151520759,-1094.41391672891
1.45,0.69,-1096.05972572485,NA,NA,-1088.31390097663,-1091.67652291706,-1098.46358804759,-1089.07255639212,-1108.89761194368,-1098.21493196758
1.45,0.73,-1099.27288357138,NA,NA,-1087.0617070646,-1096.21196536194,-1098.01460224326,-1072.89896030857,-1082.39831220428,-1102.19483054238
1.5,0.01,-959.76567631395,NA,NA,-960.032498928231,-959.742007336343,-959.762278959238,-969.688524703407,-969.731021746639,-968.747484078155
1.5,0.05,-949.462995485739,NA,NA,-947.420369106676,-951.353392013544,-947.266610913115,-951.048212354258,-953.86117977094,-942.85325503152
1.5,0.09,-976.122385680591,NA,NA,-975.536755604557,-977.99040696571,-977.335756301816,-982.950162355209,-965.271646400621,-959.772849092371
1.5,0.13,-995.401418061743,NA,NA,-991.896499837769,-996.360464911477,-994.615152336892,-970.432483283379,-965.555588586409,-963.994087913504
1.5,0.17,-1010.4475194535,NA,NA,-1020.78200899999,-1006.62950299752,-1007.27166128978,-983.910999988048,-984.141827017792,-993.678129525003
1.5,0.21,-1023.14150020865,NA,NA,-1022.75680525314,-1031.22450856189,-1022.03985189486,-1004.32605695189,-1004.77228827102,-1026.79839811881
1.5,0.25,-1034.24829082609,NA,NA,-1026.16016290718,-1035.5946290155,-1032.66843808729,-1010.31097343439,-1024.48108344323,-1016.59646452819
1.5,0.29,-1044.06023905981,NA,NA,-1041.77353267931,-1042.16735901001,-1044.92031862555,-1009.14662747766,-1025.52388108714,-1046.91016060342
1.5,0.33,-1052.73205454391,NA,NA,-1035.26612590455,-1056.53273464106,-1052.14066027195,-1020.94293795471,-1065.73906772918,-1051.91806731853
1.5,0.37,-1060.39540890875,NA,NA,-1063.77736803453,-1062.6095136991,-1059.56587798471,-1070.18146160642,-1045.43696381031,-1064.59283444603
1.5,0.41,-1067.18201378665,NA,NA,-1064.83213412375,-1068.56699676843,-1067.04679499664,-1045.45758676646,-1076.74936049927,-1074.91627420331
1.5,0.45,-1073.21975730096,NA,NA,-1070.07517788435,-1073.03399206766,-1070.47352502917,-1063.54093305021,-1071.20556221142,-1079.5530619168
1.5,0.49,-1078.62542369652,NA,NA,-1062.25787457758,-1069.19664343477,-1076.27887459887,-1069.48778442819,-1090.13113551437,-1086.79478578191
1.5,0.53,-1083.50015890051,NA,NA,-1098.07494055651,-1089.85278508789,-1081.57699307636,-1076.25807226151,-1095.89607253842,-1091.24781968942
1.5,0.57,-1087.92809804288,NA,NA,-1089.25965433429,-1087.65450380939,-1086.37501971971,-1076.41817410911,-1102.20460480583,-1092.01683238996
1.5,0.61,-1091.9771954155,NA,NA,-1085.33324367206,-1082.37492319959,-1090.34073042797,-1084.67628746315,-1096.98680190796,-1097.58441237508
1.5,0.65,-1095.70125424667,NA,NA,-1092.91748593975,-1098.32575300305,-1095.63983201823,-1038.35969813186,-1093.61044425828,-1102.45876929982
1.5,0.69,-1099.14241588309,NA,NA,-1091.7802803562,-1095.49673933352,-1098.54396633242,-1095.56694223223,-1103.02754158228,-1100.28153777954
1.5,0.73,-1102.33363978037,NA,NA,-1099.54943686857,-1095.07771626034,-1100.98592143902,-1116.04197536272,-1111.29930385954,-1103.34847250233
1.55,0.01,-959.314386795066,NA,NA,-959.521619916435,-959.309889152261,-959.33967033705,-969.450042544478,-969.435260817569,-970.341418554335
1.55,0.05,-950.792679578826,NA,NA,-949.416131365441,-947.97040485858,-951.873132946085,-953.273413606514,-962.446607780825,-945.927454203686
