"seed","m","method","Range","Smoothness"
553229,20,"LR",0.0803739481746608,0.272558281196802
391059,20,"LR",0.00891551711154855,6.10754419461938
998840,20,"LR",0.0852039632852389,0.432565835094096
268157,20,"LR",0.0309624727254063,1.75254209132093
815151,20,"LR",0.0128667784487302,5.17843822839524
714716,20,"LR",0.0613248545000082,0.377946605083018
562213,20,"LR",0.014258042539705,2.47688447582286
563596,20,"LR",0.0996674373507761,0.333605810590783
993006,20,"LR",0.0056961473092481,19.2457683385903
262438,20,"LR",0.10481318118508,0.317215744116879
761664,20,"LR",0.169996450062547,0.375944385330747
746539,20,"LR",0.137282298277371,0.335736985636005
70387,20,"LR",0.0325338068075326,1.29064298324706
772144,20,"LR",0.0618581959978551,0.395618247267481
237830,20,"LR",0.0625184387030559,1.06730273909818
572765,20,"LR",0.0448096145025828,2.00057390804217
2819,20,"LR",0.0870674074393971,0.482531945609866
114137,20,"LR",0.0844736573027966,1.01244699412946
480861,20,"LR",0.224370267288437,0.32026169114856
341303,20,"LR",0.158577568708402,0.332648547413961
724273,20,"LR",0.0686382604609729,0.727443507550933
948383,20,"LR",0.0224211695456149,1.48256759564551
380576,20,"LR",0.115822969345842,0.314558466685524
139611,20,"LR",0.0225874990500586,2.44370613703998
813845,20,"LR",0.0330957794428834,0.601662765517318
360557,20,"LR",0.203344454589806,0.302316214527382
684887,20,"LR",0.307627176979742,0.161825676711209
587647,40,"LR",0.0960437855754928,0.269092974190798
577480,40,"LR",0.0611096079272545,0.686536164887687
850390,40,"LR",0.0570410206320286,0.693735205118723
199432,40,"LR",0.0352186600427108,1.79587623297294
775509,40,"LR",0.00435778258985136,68.5282513277622
406613,40,"LR",0.0476861758146723,0.62364239826589
755813,40,"LR",0.0619484283665416,0.623846785427515
16598,40,"LR",0.00785021732737143,8.32561003438171
553229,40,"LR",0.0639622081544637,0.612777901243029
676192,40,"LR",0.0769463557109428,0.62552027416737
391059,40,"LR",0.11559110856456,0.334914237261806
998840,40,"LR",0.0509532140740214,0.868333550124093
268157,40,"LR",0.045414730588327,0.833400909724224
185134,40,"LR",0.0300019904489596,1.73645451226442
695501,40,"LR",0.0223663527269926,2.36943187962928
815151,40,"LR",0.0214910586569408,2.37269045335182
714716,40,"LR",0.100400396752555,0.222939042269193
563596,40,"LR",0.11020490821888,0.320456877213774
993006,40,"LR",0.0150093690021144,3.42204411693314
262438,40,"LR",0.0669717515838961,0.703365603186329
37223,40,"LR",0.0310451521796251,0.729781315405034
995352,40,"LR",0.0489018535424823,1.0305656820162
761664,40,"LR",0.499367494233902,0.126555038641948
162484,40,"LR",0.0235559199083204,2.76854471310895
746539,40,"LR",0.0450040885043195,1.04808475684641
736777,40,"LR",0.101877651047421,0.525987068991854
336389,40,"LR",0.00442441534341937,57.4767106487969
70387,40,"LR",0.0475243456698311,0.799436665457451
772144,40,"LR",0.0778954638444063,0.393882345075141
237830,40,"LR",0.0642573080074064,0.618900554517192
572765,40,"LR",0.0504633410838546,0.987535227530426
937743,40,"LR",0.0216389321112093,3.04405652858733
2819,40,"LR",0.0920387619376009,0.304745838091349
114137,40,"LR",0.15195871802814,0.306204340076994
480861,40,"LR",0.240186654121158,0.211784650433388
341303,40,"LR",0.0649565666879386,0.599034931964497
724273,40,"LR",0.101019071052794,0.402638926510291
948383,40,"LR",0.0253047117858908,1.76577472830449
380576,40,"LR",0.0871194638747491,0.386356316319094
139611,40,"LR",0.0859408271822628,0.634159517531324
102571,40,"LR",0.0215853923291595,2.28227412991227
813845,40,"LR",0.0274313561666235,0.819824578409541
