Mod,Domain,Dimen,Sample,C_Smoothness,C_Range,Neighbors,Seed_off,MSE_Laplace,MSE_VL,MSE_VL_z,MSE_LowRank,LS_Laplace,LS_VL,LS_VL_z,LS_LowRank,Time_Laplace,Time_VL,Time_VL_z,Time_LowRank,Iter_Laplace,Iter_VL,Iter_VL_z,Iter_LowRank
2,1,3,2197,0.5,0.1,40,246974,0.6728078,0.690273,0.672703,0.7537785,-2474.54,-2593.144,-2475.186,-2809.362,5.553849,1.089434,1.122082,0.9686148,5,5,5,4
3,1,3,2197,0.5,0.1,40,601289,0.4380203,0.4669823,0.4407775,0.5591763,-1992.934,-2103.339,-1995.856,-2426.682,7.328134,1.667138,1.708473,1.900791,8,8,8,8
4,1,3,2197,0.5,0.1,40,803930,0.3062072,0.3161472,0.3089209,0.3666095,-1747.52,-1803.83,-1750.762,-2019.668,7.729376,2.040123,2.132959,2.145997,9,9,9,9
1,1,3,2197,1.5,0.1,40,765071,0.08955667,0.09061267,0.08291323,0.1578795,-428.6059,-373.6942,-151.7223,-1243.774,5.053906,6.310214,7.047292,4.300017,2,2,2,2
2,1,3,2197,1.5,0.1,40,930969,0.4199039,0.4505793,0.4338786,0.6104977,-840.1805,-1464.071,-919.899,-2677.788,5.620549,16.94832,28.88164,10.52623,5,6,8,5
3,1,3,2197,1.5,0.1,40,936976,0.1803946,0.2085261,0.1856943,0.3301465,-500.3666,-984.0549,-525.2372,-2031.697,7.212572,19.70918,29.70846,15.22082,7,7,8,7
4,1,3,2197,1.5,0.1,40,46267,0.1461222,0.1731373,0.1482388,0.3121754,-425.4198,-820.3084,-452.2942,-1845.692,6.974711,24.6075,32.89388,18.25289,8,8,9,8
1,1,3,2197,0.5,0.1,1,287512,0.1489426,0.1528919,0.1628562,0.1627212,-1234.788,-1050.231,-1124.046,-1122.912,4.479844,0.06306791,0.08301544,0.04141307,2,2,2,2
2,1,3,2197,0.5,0.1,1,224772,0.668054,0.7913468,0.8616668,0.8610944,-2466.205,-2759.844,-2956.332,-2955.314,5.658178,0.1069918,0.1497943,0.07843971,5,4,4,4
3,1,3,2197,0.5,0.1,1,360674,0.381005,0.4278794,0.4706579,0.4727917,-1886.204,-2057.995,-2206.937,-2208.113,8.293815,0.3175421,0.4678934,0.3168197,9,9,9,9
4,1,3,2197,0.5,0.1,1,77954,0.3167392,0.357214,0.3741884,0.3764095,-1779.599,-1948.699,-2008.94,-2012.615,7.186854,0.2209151,0.329061,0.1851568,8,8,8,8
