"seed","m","method","Range","Smoothness"
664804,5,"VL",0.114170825019373,0.26778710655215
707200,5,"VL",0.0251809501380959,0.985241275993122
249576,5,"VL",1.4533869514304e+48,0.00164280457046558
792615,5,"VL",0.212515427071866,0.154533404628886
8380,5,"VL",0.480878393107448,0.089947067081029
147537,5,"VL",0.182035294674504,0.20009795894929
794141,5,"VL",0.351064585379765,0.139454143779403
232166,5,"VL",0.379321847831195,0.109459894362778
508662,5,"VL",802401553.128257,0.008483904428818
837932,5,"VL",0.0328464976533709,0.598604630726006
222707,5,"VL",0.0830129797719614,0.328993172115641
599420,5,"VL",0.0621847728598689,0.390075781632181
790416,5,"VL",0.225869457326981,0.201260504469805
637229,5,"VL",0.110527580415085,0.299324648947521
690024,5,"VL",1.65483036315458,0.0883687872118622
587647,10,"VL",0.104051532996403,0.180324090738873
577480,10,"VL",0.0382467916226553,0.793153027108034
850390,10,"VL",0.122688091827698,0.250831565204163
199432,10,"VL",0.0236874951716458,1.43763724400604
775509,10,"VL",0.0502589985842476,0.557040955186753
406613,10,"VL",0.0413788304129692,0.51226998733454
356214,10,"VL",0.0723463169927344,0.277325766012026
755813,10,"VL",0.0569079920099218,0.345930575138541
16598,10,"VL",0.0362474833766492,0.857417202187059
553229,10,"VL",0.116238835206574,0.240020888389324
676192,10,"VL",0.129742012223914,0.199060373808525
391059,10,"VL",0.0137316130977883,3.84377955342196
998840,10,"VL",0.135255112117191,0.159812127425761
268157,10,"VL",0.0873995850044383,0.235520757985704
185134,10,"VL",0.0468243599312013,0.506084309906957
956514,10,"VL",0.0782255020509207,0.252750751837422
695501,10,"VL",0.475028059941408,0.104322911115828
815151,10,"VL",0.0745912583639161,0.277801888356987
714716,10,"VL",0.0735453118739138,0.166880967739004
562213,10,"VL",0.155274127430697,0.145883373415724
563596,10,"VL",0.193617800730374,0.117398920195733
993006,10,"VL",0.00696072280052431,10.8681165986109
262438,10,"VL",0.0775340918700819,0.338507419990223
37223,10,"VL",0.0310295655115611,0.621061785902342
995352,10,"VL",0.0385174886757605,0.700463585340662
761664,10,"VL",0.0624120514781868,0.443120604956657
162484,10,"VL",0.0427741675551038,0.669479897801935
746539,10,"VL",0.130290607432655,0.184322492413485
736777,10,"VL",0.0204113704595486,1.60232154797437
336389,10,"VL",0.0593438263662918,0.431398440799785
70387,10,"VL",0.0314165331177391,0.916390924290479
772144,10,"VL",0.0453522773661073,0.558039777541366
237830,10,"VL",0.03433135162301,0.800453046973399
572765,10,"VL",0.0454098183554214,0.693530493822279
937743,10,"VL",0.0488047649327581,0.506350482472412
2819,10,"VL",0.0516385399092296,0.40530963843331
521057,10,"VL",0.057560619881821,0.479742242360083
114137,10,"VL",0.00891174155611827,9.45231565504419
480861,10,"VL",2.35120146373187,0.057696341750642
341303,10,"VL",0.111587968150439,0.265363913328946
724273,10,"VL",0.499213355167262,0.0973879184528435
948383,10,"VL",0.0355048029784083,0.546973472004831
380576,10,"VL",0.272996536095696,0.106925008081232
139611,10,"VL",0.0925009658723007,0.403359234964132
312930,10,"VL",0.0113987602051059,3.95439996555996
102571,10,"VL",0.0469126132717423,0.419517075086795
813845,10,"VL",0.0333488862965626,0.637384398919293
488836,10,"VL",0.069848215143118,0.344841375134206
359810,10,"VL",0.0545264098478914,0.568257441263449
360557,10,"VL",0.198962790561519,0.171799907572364
587647,20,"VL",0.0659560982185507,0.267496904624632
577480,20,"VL",0.0186296529209512,2.43460500391235
850390,20,"VL",0.0646984568807412,0.477606789003638
199432,20,"VL",0.0223725053666442,1.6451624223637
775509,20,"VL",0.0318336025467745,1.01019024080135
406613,20,"VL",0.0232551743147139,1.25439525841972
356214,20,"VL",0.026084486762362,0.952962078495738
755813,20,"VL",0.0254929244047999,1.01352087579149
16598,20,"VL",0.0316239267405096,1.04189414588134
553229,20,"VL",0.0765275494239359,0.329674214783695
676192,20,"VL",0.070392222398894,0.339684677290263
391059,20,"VL",0.0157054274587225,3.17767776889004
998840,20,"VL",0.0549616124361553,0.347767666524984
268157,20,"VL",0.0510883713241952,0.433818942117803
185134,20,"VL",0.0171384457681967,2.24608501126505
956514,20,"VL",0.0541077981860381,0.377114521230563
695501,20,"VL",0.0742914935480506,0.254450885313219
815151,20,"VL",0.0242008316838672,1.16098683120815
714716,20,"VL",0.0440092328930649,0.297239449276335
562213,20,"VL",0.0455876222169522,0.442593325087354
563596,20,"VL",0.0561741532095529,0.32739280511335
993006,20,"VL",0.0116706345330974,4.33825897746475
262438,20,"VL",0.0584661775148317,0.443113113738286
37223,20,"VL",0.0328668963226484,0.585270653301011
995352,20,"VL",0.0317918435648263,0.921417490404076
761664,20,"VL",0.0442355610999621,0.663713416202718
162484,20,"VL",0.0348469502097575,0.878735457651916
746539,20,"VL",0.0408934848851168,0.608294642276639
736777,20,"VL",0.0179561393933682,1.95495069281927
336389,20,"VL",0.0307608643143635,1.01336092277201
70387,20,"VL",0.0254788006034527,1.27458659665704
772144,20,"VL",0.0268493472003958,1.20160948979018
237830,20,"VL",0.0215848599650337,1.61806044863098
572765,20,"VL",0.0397783666911655,0.852447476973037
937743,20,"VL",0.0384851493135169,0.696319380351108
2819,20,"VL",0.044495908620587,0.493199503487603
521057,20,"VL",0.0668457567076188,0.399918505059482
114137,20,"VL",0.0245269849640301,1.77550865994556
480861,20,"VL",0.25908478901455,0.12187104313785
341303,20,"VL",0.0655527465925051,0.456034362287005
724273,20,"VL",0.0864232645529869,0.267181375496941
948383,20,"VL",0.024446980698397,1.00471803850431
380576,20,"VL",0.0437668393826362,0.513007100349565
139611,20,"VL",0.045383760960654,0.815571295092388
102571,20,"VL",0.0233772015020415,1.18965383761008
813845,20,"VL",0.0206703657226106,1.33960679930489
488836,20,"VL",0.0529037350387352,0.481377082159407
359810,20,"VL",0.0258183741447944,1.57370811147346
360557,20,"VL",0.120309317608947,0.235010143716611
684887,20,"VL",0.0421289707206354,0.645504946688102
587647,40,"VL",0.0549028373580367,0.338284249925258
577480,40,"VL",0.0229731069907487,1.74315181678757
850390,40,"VL",0.05908795987687,0.538115327066303
199432,40,"VL",0.0237273026284464,1.47632158108887
775509,40,"VL",0.0355386050615387,0.939255853412122
406613,40,"VL",0.0280993668686099,0.932650744077311
356214,40,"VL",0.0293156232149801,0.803477178380396
755813,40,"VL",0.0312195118260836,0.76580102569031
16598,40,"VL",0.0329022437328208,0.993885793435901
553229,40,"VL",0.0679043152615325,0.399585061414863
676192,40,"VL",0.0587535399541141,0.399301438079887
391059,40,"VL",0.0199307956846451,2.08698553085002
998840,40,"VL",0.0564337345278473,0.348421994544695
268157,40,"VL",0.0451335485465916,0.507346567669779
185134,40,"VL",0.027114914553389,1.0641258801161
956514,40,"VL",0.0506889677041598,0.413883008090097
695501,40,"VL",0.0542059233758236,0.343794416712438
815151,40,"VL",0.0302275815627175,0.866513806093013
714716,40,"VL",0.0474614196227928,0.276008064050603
562213,40,"VL",0.0411170059730312,0.515232367964684
563596,40,"VL",0.0474827557903144,0.40647867056909
993006,40,"VL",0.017250112386328,2.20355885984584
262438,40,"VL",0.0597041407544846,0.425259721052156
37223,40,"VL",0.0341218121751131,0.577248550257615
995352,40,"VL",0.0353654410142185,0.792338313943385
761664,40,"VL",0.0460056128046238,0.645788870171811
162484,40,"VL",0.040525899111598,0.719749282291761
746539,40,"VL",0.0445926272353225,0.545913766602482
736777,40,"VL",0.019594281245002,1.72175345093179
336389,40,"VL",0.0349931961956602,0.85244118695773
70387,40,"VL",0.0295035404992248,0.987693760799787
772144,40,"VL",0.0334546281702624,0.863767448983081
237830,40,"VL",0.029624366477166,1.01560147348593
572765,40,"VL",0.0441719891966206,0.759140888917767
937743,40,"VL",0.0409225552605752,0.644058017088042
2819,40,"VL",0.0466267513440679,0.477969542763005
521057,40,"VL",0.0703493200405219,0.376836784742844
114137,40,"VL",0.0271249883978356,1.54240048851377
480861,40,"VL",0.17330486802141,0.144776564249603
341303,40,"VL",0.0631428190914195,0.496462036544291
724273,40,"VL",0.0640042587666338,0.366889430721064
948383,40,"VL",0.0281315699904717,0.802739137096344
380576,40,"VL",0.0437273017876676,0.543640573793211
139611,40,"VL",0.0449616944560375,0.818854517826947
312930,40,"VL",0.00930707502338825,5.93761560978785
102571,40,"VL",0.0255547942848785,1.05398554202485
813845,40,"VL",0.0242971676438559,1.08398382278941
488836,40,"VL",0.0480398706566609,0.535947635780946
359810,40,"VL",0.035481114082743,0.982074304851262
360557,40,"VL",0.105740226622324,0.264765276035837
443300,5,"VL",0.0779380703549343,0.371120364573574
494890,5,"VL",0.107555363546022,0.201267959897311
792135,5,"VL",0.0795255786447926,0.2827441358959
870,5,"VL",0.0325162143433348,0.821009411329696
526409,5,"VL",0.0901354866831161,0.36906272026543
975640,5,"VL",0.0354206447607593,0.776921819454703
443300,10,"VL",0.0470326873701957,0.628203441166455
494890,10,"VL",0.0837409209865517,0.228883799368056
792135,10,"VL",0.0370805545507564,0.638723346804023
870,10,"VL",0.0797480256628442,0.307212655152904
526409,10,"VL",0.0908503873536882,0.331139068005138
975640,10,"VL",0.0577074295715637,0.413480598207483
443300,20,"VL",0.041869176958795,0.761520572903956
494890,20,"VL",0.0395351217866932,0.546995268612846
792135,20,"VL",0.0259958643081097,1.14670651732467
870,20,"VL",0.0568120549417904,0.417903074505577
526409,20,"VL",0.0663916511364915,0.467097933445646
975640,20,"VL",0.046298545309881,0.521374794857008
443300,40,"VL",0.0445726730479346,0.716271641452413
494890,40,"VL",0.0384083477370764,0.566726058682526
792135,40,"VL",0.0311663701319895,0.864515200242855
870,40,"VL",0.0536847013719153,0.453924311304301
526409,40,"VL",0.0658008506134316,0.47940210395193
975640,40,"VL",0.044181263578551,0.565076977961175
